Budget_initial,Source_financement,Estimation_ROI,Taille_marche,Demande_actuelle,Nombre_concurrents,Avantage_concurrentiel,Impact_social,Impact_environnemental,Conformite_normes,Prevision_rentabilite,Capacite_fonds,Score_faisabilite
50k-100k,Autre,<1 an,National,Faible,<5,Qualité,Autre,Écologique,Oui,1-3 ans,Facile,55
>100k,Autre,1-3 ans,Local,Forte,Aucun,Qualité,Amélioration conditions de vie,Écologique,Non,<1 an,Facile,87
>100k,Autre,<1 an,International,Modérée,<5,Aucun,Création emplois,Neutre,Oui,1-3 ans,Facile,37
>100k,Fonds propres,>3 ans,International,Faible,>5,Qualité,Autre,Neutre,Oui,>3 ans,Difficile,54
>100k,Prêt bancaire,>3 ans,International,Forte,>5,Qualité,Création emplois,Polluant,Oui,>3 ans,Facile,74
50k-100k,Investisseur,<1 an,International,Faible,Aucun,Aucun,Création emplois,Neutre,Non,<1 an,Difficile,71
<50k,Investisseur,1-3 ans,Régional,Faible,Aucun,Innovation,Autre,Polluant,Non,<1 an,Facile,46
50k-100k,Fonds propres,>3 ans,International,Forte,>5,Prix,Aucun,Neutre,Oui,>3 ans,Facile,68
50k-100k,Fonds propres,<1 an,National,Faible,Aucun,Innovation,Amélioration conditions de vie,Écologique,Non,1-3 ans,Difficile,32
>100k,Prêt bancaire,<1 an,Local,Faible,Aucun,Qualité,Amélioration conditions de vie,Neutre,Oui,1-3 ans,Difficile,52
<50k,Prêt bancaire,<1 an,Régional,Faible,>5,Prix,Aucun,Polluant,Non,1-3 ans,Difficile,99
<50k,Investisseur,1-3 ans,National,Faible,<5,Innovation,Création emplois,Neutre,Oui,1-3 ans,Facile,68
>100k,Autre,1-3 ans,International,Faible,<5,Aucun,Aucun,Neutre,Oui,>3 ans,Difficile,33
>100k,Prêt bancaire,<1 an,National,Forte,>5,Aucun,Aucun,Neutre,Non,1-3 ans,Difficile,60
>100k,Fonds propres,>3 ans,National,Forte,<5,Aucun,Autre,Polluant,Non,>3 ans,Difficile,32
50k-100k,Fonds propres,>3 ans,Local,Forte,>5,Qualité,Aucun,Écologique,Oui,>3 ans,Difficile,100
50k-100k,Prêt bancaire,>3 ans,International,Forte,<5,Qualité,Création emplois,Neutre,Non,>3 ans,Difficile,40
>100k,Autre,1-3 ans,International,Forte,>5,Innovation,Autre,Écologique,Oui,<1 an,Facile,63
>100k,Fonds propres,>3 ans,Régional,Modérée,>5,Aucun,Autre,Neutre,Non,<1 an,Difficile,61
50k-100k,Fonds propres,<1 an,National,Faible,>5,Innovation,Création emplois,Neutre,Non,<1 an,Difficile,32
<50k,Autre,1-3 ans,National,Forte,<5,Prix,Aucun,Polluant,Oui,<1 an,Difficile,80
<50k,Fonds propres,<1 an,Régional,Faible,>5,Qualité,Autre,Écologique,Non,1-3 ans,Facile,63
>100k,Autre,1-3 ans,National,Modérée,<5,Innovation,Autre,Polluant,Oui,>3 ans,Facile,98
>100k,Autre,<1 an,Local,Forte,Aucun,Innovation,Création emplois,Polluant,Oui,<1 an,Facile,82
>100k,Prêt bancaire,<1 an,Régional,Forte,Aucun,Innovation,Amélioration conditions de vie,Neutre,Oui,<1 an,Difficile,31
50k-100k,Fonds propres,1-3 ans,International,Forte,Aucun,Qualité,Amélioration conditions de vie,Polluant,Non,>3 ans,Facile,75
50k-100k,Autre,>3 ans,National,Faible,>5,Aucun,Autre,Neutre,Oui,>3 ans,Facile,67
>100k,Investisseur,<1 an,Régional,Modérée,<5,Innovation,Amélioration conditions de vie,Écologique,Oui,>3 ans,Facile,41
>100k,Autre,>3 ans,International,Forte,>5,Qualité,Autre,Écologique,Oui,1-3 ans,Difficile,100
>100k,Prêt bancaire,>3 ans,International,Modérée,Aucun,Qualité,Aucun,Neutre,Non,<1 an,Facile,61
>100k,Autre,1-3 ans,Local,Modérée,Aucun,Aucun,Aucun,Polluant,Oui,<1 an,Facile,86
>100k,Prêt bancaire,<1 an,International,Modérée,Aucun,Qualité,Autre,Neutre,Non,1-3 ans,Facile,71
<50k,Investisseur,1-3 ans,Régional,Faible,Aucun,Qualité,Autre,Neutre,Non,>3 ans,Difficile,74
<50k,Prêt bancaire,1-3 ans,International,Modérée,Aucun,Qualité,Création emplois,Écologique,Non,<1 an,Difficile,66
50k-100k,Investisseur,<1 an,International,Faible,<5,Qualité,Création emplois,Neutre,Oui,>3 ans,Difficile,70
<50k,Investisseur,<1 an,Régional,Modérée,<5,Qualité,Autre,Neutre,Non,1-3 ans,Difficile,46
50k-100k,Prêt bancaire,>3 ans,Local,Modérée,<5,Aucun,Aucun,Polluant,Oui,1-3 ans,Difficile,32
50k-100k,Prêt bancaire,>3 ans,International,Faible,>5,Qualité,Aucun,Polluant,Non,<1 an,Facile,66
>100k,Prêt bancaire,1-3 ans,International,Forte,Aucun,Prix,Amélioration conditions de vie,Écologique,Non,<1 an,Difficile,34
>100k,Prêt bancaire,1-3 ans,Régional,Faible,>5,Aucun,Création emplois,Écologique,Oui,1-3 ans,Facile,34
50k-100k,Investisseur,<1 an,Régional,Faible,<5,Qualité,Création emplois,Neutre,Oui,1-3 ans,Difficile,64
<50k,Prêt bancaire,>3 ans,International,Forte,<5,Qualité,Amélioration conditions de vie,Écologique,Oui,1-3 ans,Facile,64
>100k,Autre,<1 an,National,Forte,>5,Qualité,Aucun,Neutre,Oui,<1 an,Facile,86
50k-100k,Fonds propres,1-3 ans,National,Forte,>5,Innovation,Création emplois,Neutre,Oui,>3 ans,Facile,68
>100k,Fonds propres,<1 an,Local,Faible,<5,Qualité,Amélioration conditions de vie,Polluant,Oui,>3 ans,Difficile,71
<50k,Investisseur,<1 an,National,Forte,Aucun,Prix,Autre,Neutre,Non,>3 ans,Difficile,79
<50k,Fonds propres,>3 ans,Régional,Modérée,>5,Qualité,Autre,Neutre,Non,1-3 ans,Difficile,88
50k-100k,Investisseur,1-3 ans,National,Forte,>5,Aucun,Création emplois,Polluant,Non,<1 an,Difficile,95
<50k,Autre,>3 ans,National,Faible,<5,Innovation,Aucun,Écologique,Non,1-3 ans,Facile,82
<50k,Fonds propres,<1 an,International,Faible,<5,Innovation,Aucun,Neutre,Oui,>3 ans,Difficile,43
<50k,Fonds propres,1-3 ans,Régional,Faible,>5,Qualité,Aucun,Polluant,Non,1-3 ans,Difficile,83
50k-100k,Fonds propres,<1 an,National,Forte,Aucun,Aucun,Amélioration conditions de vie,Polluant,Oui,<1 an,Difficile,95
50k-100k,Fonds propres,>3 ans,International,Faible,Aucun,Prix,Création emplois,Écologique,Oui,>3 ans,Difficile,83
>100k,Prêt bancaire,<1 an,Régional,Modérée,Aucun,Prix,Création emplois,Neutre,Oui,1-3 ans,Facile,42
50k-100k,Investisseur,1-3 ans,Régional,Forte,>5,Innovation,Autre,Neutre,Non,>3 ans,Facile,68
50k-100k,Autre,<1 an,Régional,Forte,>5,Aucun,Aucun,Neutre,Non,>3 ans,Facile,42
<50k,Fonds propres,>3 ans,Régional,Faible,Aucun,Aucun,Aucun,Neutre,Non,1-3 ans,Facile,97
50k-100k,Investisseur,<1 an,Local,Faible,Aucun,Prix,Amélioration conditions de vie,Écologique,Non,1-3 ans,Difficile,30
<50k,Prêt bancaire,1-3 ans,International,Modérée,<5,Innovation,Amélioration conditions de vie,Polluant,Oui,>3 ans,Facile,79
50k-100k,Investisseur,1-3 ans,International,Faible,<5,Innovation,Autre,Écologique,Non,<1 an,Difficile,90
<50k,Investisseur,>3 ans,Régional,Faible,>5,Aucun,Aucun,Neutre,Oui,>3 ans,Facile,55
>100k,Investisseur,<1 an,National,Faible,Aucun,Qualité,Autre,Neutre,Oui,>3 ans,Facile,60
50k-100k,Prêt bancaire,>3 ans,Local,Forte,Aucun,Innovation,Amélioration conditions de vie,Neutre,Oui,>3 ans,Facile,39
>100k,Autre,1-3 ans,Local,Forte,>5,Innovation,Amélioration conditions de vie,Neutre,Oui,<1 an,Facile,85
>100k,Investisseur,>3 ans,Local,Faible,Aucun,Innovation,Aucun,Polluant,Oui,>3 ans,Facile,98
>100k,Fonds propres,>3 ans,National,Modérée,Aucun,Prix,Autre,Écologique,Non,>3 ans,Difficile,88
>100k,Prêt bancaire,1-3 ans,International,Modérée,>5,Innovation,Création emplois,Écologique,Non,>3 ans,Difficile,71
50k-100k,Prêt bancaire,>3 ans,Local,Faible,>5,Innovation,Autre,Écologique,Oui,<1 an,Facile,72
>100k,Autre,<1 an,Local,Faible,<5,Aucun,Création emplois,Polluant,Oui,1-3 ans,Facile,89
50k-100k,Fonds propres,>3 ans,International,Forte,>5,Aucun,Création emplois,Écologique,Non,1-3 ans,Difficile,87
<50k,Fonds propres,>3 ans,National,Faible,<5,Qualité,Création emplois,Neutre,Non,1-3 ans,Facile,46
50k-100k,Autre,>3 ans,Local,Faible,>5,Innovation,Création emplois,Écologique,Oui,<1 an,Difficile,75
50k-100k,Prêt bancaire,<1 an,National,Faible,Aucun,Prix,Autre,Écologique,Oui,<1 an,Difficile,44
>100k,Prêt bancaire,<1 an,National,Forte,Aucun,Innovation,Aucun,Écologique,Oui,1-3 ans,Facile,70
50k-100k,Fonds propres,>3 ans,International,Forte,Aucun,Prix,Aucun,Neutre,Oui,<1 an,Facile,86
50k-100k,Fonds propres,1-3 ans,International,Faible,>5,Innovation,Amélioration conditions de vie,Écologique,Oui,>3 ans,Difficile,83
<50k,Autre,1-3 ans,National,Modérée,>5,Aucun,Création emplois,Polluant,Non,1-3 ans,Facile,55
>100k,Fonds propres,1-3 ans,International,Forte,Aucun,Qualité,Aucun,Écologique,Oui,<1 an,Difficile,80
>100k,Investisseur,1-3 ans,International,Forte,<5,Innovation,Autre,Neutre,Oui,1-3 ans,Facile,35
50k-100k,Fonds propres,1-3 ans,National,Forte,<5,Aucun,Autre,Écologique,Oui,1-3 ans,Difficile,60
<50k,Investisseur,1-3 ans,Local,Modérée,>5,Aucun,Création emplois,Neutre,Oui,>3 ans,Facile,71
<50k,Fonds propres,>3 ans,National,Faible,Aucun,Prix,Amélioration conditions de vie,Écologique,Non,1-3 ans,Difficile,60
>100k,Fonds propres,>3 ans,Régional,Forte,>5,Aucun,Amélioration conditions de vie,Neutre,Non,1-3 ans,Difficile,55
<50k,Investisseur,>3 ans,Local,Forte,>5,Innovation,Amélioration conditions de vie,Polluant,Non,<1 an,Difficile,79
50k-100k,Autre,>3 ans,Local,Modérée,>5,Innovation,Aucun,Neutre,Oui,<1 an,Facile,77
<50k,Investisseur,<1 an,National,Faible,Aucun,Prix,Autre,Polluant,Oui,>3 ans,Difficile,39
50k-100k,Investisseur,<1 an,Local,Modérée,Aucun,Innovation,Aucun,Polluant,Oui,1-3 ans,Facile,55
<50k,Investisseur,<1 an,National,Faible,<5,Innovation,Amélioration conditions de vie,Neutre,Oui,1-3 ans,Facile,31
50k-100k,Prêt bancaire,>3 ans,Régional,Modérée,>5,Prix,Amélioration conditions de vie,Écologique,Non,1-3 ans,Difficile,63
50k-100k,Prêt bancaire,<1 an,International,Forte,>5,Prix,Amélioration conditions de vie,Polluant,Oui,1-3 ans,Difficile,54
50k-100k,Autre,1-3 ans,International,Faible,Aucun,Qualité,Aucun,Polluant,Non,1-3 ans,Difficile,87
<50k,Autre,>3 ans,Régional,Forte,<5,Innovation,Autre,Neutre,Non,>3 ans,Facile,34
<50k,Prêt bancaire,<1 an,Local,Faible,<5,Qualité,Amélioration conditions de vie,Écologique,Non,>3 ans,Difficile,62
<50k,Investisseur,<1 an,International,Modérée,<5,Aucun,Autre,Neutre,Oui,1-3 ans,Difficile,41
<50k,Prêt bancaire,>3 ans,Local,Modérée,<5,Innovation,Création emplois,Écologique,Oui,1-3 ans,Difficile,57
50k-100k,Prêt bancaire,>3 ans,International,Modérée,>5,Aucun,Création emplois,Polluant,Non,>3 ans,Facile,40
<50k,Autre,1-3 ans,National,Faible,>5,Qualité,Aucun,Polluant,Oui,>3 ans,Difficile,75
>100k,Investisseur,>3 ans,International,Modérée,<5,Qualité,Autre,Polluant,Non,>3 ans,Difficile,53
50k-100k,Fonds propres,>3 ans,International,Forte,>5,Qualité,Création emplois,Écologique,Non,1-3 ans,Difficile,70
<50k,Fonds propres,1-3 ans,Local,Forte,Aucun,Prix,Autre,Polluant,Non,>3 ans,Facile,41
>100k,Investisseur,>3 ans,Local,Faible,>5,Aucun,Création emplois,Écologique,Oui,1-3 ans,Facile,95
50k-100k,Prêt bancaire,>3 ans,National,Modérée,>5,Qualité,Amélioration conditions de vie,Neutre,Oui,1-3 ans,Facile,91
>100k,Fonds propres,1-3 ans,Local,Modérée,<5,Prix,Création emplois,Écologique,Oui,>3 ans,Facile,83
<50k,Autre,<1 an,International,Modérée,Aucun,Aucun,Autre,Écologique,Non,<1 an,Facile,64
>100k,Fonds propres,>3 ans,Régional,Faible,Aucun,Prix,Autre,Polluant,Oui,<1 an,Facile,49
>100k,Fonds propres,>3 ans,Local,Faible,>5,Prix,Création emplois,Neutre,Oui,1-3 ans,Facile,72
<50k,Fonds propres,<1 an,Régional,Forte,<5,Aucun,Aucun,Polluant,Non,1-3 ans,Facile,30
50k-100k,Prêt bancaire,1-3 ans,Régional,Faible,Aucun,Aucun,Amélioration conditions de vie,Écologique,Oui,<1 an,Difficile,51
>100k,Investisseur,<1 an,Local,Forte,<5,Aucun,Amélioration conditions de vie,Polluant,Non,>3 ans,Difficile,64
50k-100k,Prêt bancaire,>3 ans,Régional,Faible,<5,Qualité,Aucun,Polluant,Oui,1-3 ans,Difficile,39
>100k,Prêt bancaire,>3 ans,International,Forte,<5,Aucun,Autre,Neutre,Non,1-3 ans,Facile,57
>100k,Autre,<1 an,National,Forte,Aucun,Prix,Création emplois,Polluant,Oui,>3 ans,Facile,69
>100k,Autre,1-3 ans,International,Modérée,<5,Innovation,Amélioration conditions de vie,Neutre,Oui,<1 an,Facile,84
50k-100k,Fonds propres,<1 an,Régional,Faible,Aucun,Prix,Aucun,Polluant,Oui,1-3 ans,Difficile,42
<50k,Fonds propres,<1 an,International,Forte,>5,Aucun,Autre,Écologique,Oui,>3 ans,Difficile,59
<50k,Prêt bancaire,>3 ans,National,Modérée,Aucun,Prix,Aucun,Neutre,Non,<1 an,Facile,85
<50k,Fonds propres,>3 ans,National,Forte,>5,Prix,Création emplois,Polluant,Oui,<1 an,Facile,84
50k-100k,Autre,1-3 ans,National,Forte,>5,Prix,Création emplois,Polluant,Oui,>3 ans,Difficile,36
>100k,Autre,1-3 ans,National,Forte,Aucun,Aucun,Aucun,Polluant,Non,<1 an,Difficile,35
>100k,Prêt bancaire,>3 ans,National,Modérée,>5,Innovation,Aucun,Écologique,Oui,1-3 ans,Facile,51
>100k,Investisseur,<1 an,International,Faible,Aucun,Innovation,Création emplois,Polluant,Oui,>3 ans,Difficile,66
<50k,Autre,1-3 ans,Local,Modérée,Aucun,Prix,Autre,Écologique,Oui,1-3 ans,Facile,33
>100k,Fonds propres,>3 ans,International,Modérée,Aucun,Innovation,Création emplois,Neutre,Non,1-3 ans,Difficile,37
50k-100k,Autre,<1 an,International,Modérée,<5,Prix,Aucun,Neutre,Non,<1 an,Difficile,85
>100k,Investisseur,<1 an,National,Faible,<5,Innovation,Amélioration conditions de vie,Polluant,Non,<1 an,Facile,89
<50k,Fonds propres,<1 an,Régional,Modérée,<5,Prix,Amélioration conditions de vie,Polluant,Non,1-3 ans,Difficile,86
<50k,Fonds propres,>3 ans,Local,Forte,<5,Prix,Création emplois,Polluant,Oui,<1 an,Difficile,87
50k-100k,Autre,>3 ans,National,Modérée,Aucun,Innovation,Autre,Écologique,Oui,<1 an,Difficile,36
50k-100k,Investisseur,<1 an,National,Faible,>5,Qualité,Amélioration conditions de vie,Neutre,Non,1-3 ans,Difficile,98
50k-100k,Investisseur,1-3 ans,National,Faible,Aucun,Aucun,Amélioration conditions de vie,Écologique,Non,<1 an,Difficile,96
50k-100k,Prêt bancaire,>3 ans,Local,Forte,Aucun,Prix,Autre,Écologique,Non,>3 ans,Difficile,91
<50k,Autre,1-3 ans,Local,Modérée,>5,Innovation,Autre,Polluant,Oui,1-3 ans,Difficile,32
>100k,Fonds propres,>3 ans,National,Modérée,>5,Prix,Création emplois,Polluant,Non,>3 ans,Facile,67
>100k,Prêt bancaire,1-3 ans,Régional,Faible,<5,Aucun,Amélioration conditions de vie,Neutre,Non,<1 an,Facile,37
<50k,Fonds propres,1-3 ans,National,Forte,Aucun,Prix,Autre,Neutre,Oui,>3 ans,Difficile,85
<50k,Fonds propres,1-3 ans,Régional,Modérée,Aucun,Aucun,Aucun,Écologique,Oui,<1 an,Facile,61
>100k,Investisseur,>3 ans,International,Faible,>5,Aucun,Aucun,Écologique,Non,>3 ans,Facile,33
50k-100k,Investisseur,<1 an,Régional,Modérée,<5,Innovation,Amélioration conditions de vie,Polluant,Oui,<1 an,Facile,80
<50k,Prêt bancaire,>3 ans,Régional,Forte,<5,Qualité,Aucun,Neutre,Non,<1 an,Facile,39
50k-100k,Fonds propres,<1 an,Régional,Forte,<5,Qualité,Autre,Écologique,Oui,1-3 ans,Difficile,37
>100k,Investisseur,>3 ans,Local,Modérée,>5,Prix,Aucun,Écologique,Oui,1-3 ans,Difficile,66
50k-100k,Prêt bancaire,1-3 ans,National,Faible,>5,Qualité,Aucun,Écologique,Oui,1-3 ans,Facile,77
>100k,Autre,>3 ans,International,Forte,>5,Innovation,Aucun,Écologique,Non,>3 ans,Difficile,82
>100k,Prêt bancaire,>3 ans,Local,Faible,>5,Qualité,Aucun,Neutre,Non,1-3 ans,Difficile,42
50k-100k,Autre,>3 ans,International,Modérée,Aucun,Prix,Amélioration conditions de vie,Neutre,Non,<1 an,Difficile,76
<50k,Prêt bancaire,>3 ans,International,Faible,>5,Innovation,Aucun,Neutre,Oui,>3 ans,Difficile,97
<50k,Autre,1-3 ans,National,Modérée,>5,Prix,Création emplois,Neutre,Non,>3 ans,Difficile,78
>100k,Investisseur,1-3 ans,International,Modérée,Aucun,Prix,Création emplois,Polluant,Non,<1 an,Difficile,88
50k-100k,Investisseur,<1 an,Local,Faible,>5,Prix,Création emplois,Neutre,Non,<1 an,Difficile,86
>100k,Autre,>3 ans,Local,Forte,<5,Aucun,Aucun,Écologique,Oui,1-3 ans,Facile,88
50k-100k,Fonds propres,1-3 ans,National,Forte,>5,Qualité,Création emplois,Écologique,Non,1-3 ans,Difficile,34
50k-100k,Prêt bancaire,1-3 ans,National,Faible,>5,Qualité,Amélioration conditions de vie,Écologique,Oui,<1 an,Difficile,47
<50k,Autre,1-3 ans,International,Forte,<5,Innovation,Création emplois,Polluant,Oui,1-3 ans,Facile,78
>100k,Prêt bancaire,>3 ans,International,Modérée,<5,Qualité,Autre,Écologique,Non,<1 an,Facile,81
<50k,Prêt bancaire,>3 ans,International,Faible,>5,Innovation,Création emplois,Écologique,Non,>3 ans,Facile,38
<50k,Investisseur,>3 ans,Local,Forte,Aucun,Innovation,Autre,Polluant,Non,<1 an,Facile,67
50k-100k,Autre,<1 an,Régional,Faible,Aucun,Aucun,Autre,Écologique,Oui,>3 ans,Difficile,55
>100k,Investisseur,<1 an,International,Modérée,<5,Prix,Amélioration conditions de vie,Polluant,Oui,1-3 ans,Difficile,63
>100k,Investisseur,1-3 ans,International,Faible,Aucun,Prix,Création emplois,Polluant,Non,<1 an,Facile,95
<50k,Investisseur,1-3 ans,Régional,Faible,<5,Qualité,Amélioration conditions de vie,Polluant,Oui,>3 ans,Difficile,86
<50k,Investisseur,<1 an,Régional,Forte,Aucun,Qualité,Amélioration conditions de vie,Écologique,Oui,<1 an,Difficile,81
>100k,Prêt bancaire,<1 an,National,Modérée,<5,Innovation,Amélioration conditions de vie,Écologique,Oui,>3 ans,Difficile,56
<50k,Prêt bancaire,<1 an,Régional,Forte,Aucun,Qualité,Autre,Neutre,Non,1-3 ans,Difficile,64
>100k,Prêt bancaire,<1 an,Local,Faible,Aucun,Aucun,Autre,Écologique,Oui,<1 an,Difficile,71
>100k,Autre,>3 ans,National,Forte,Aucun,Aucun,Amélioration conditions de vie,Écologique,Oui,1-3 ans,Facile,47
>100k,Fonds propres,>3 ans,National,Forte,<5,Innovation,Amélioration conditions de vie,Polluant,Oui,1-3 ans,Facile,65
50k-100k,Prêt bancaire,<1 an,Local,Modérée,>5,Aucun,Aucun,Écologique,Oui,>3 ans,Difficile,84
<50k,Investisseur,1-3 ans,Local,Forte,>5,Prix,Aucun,Neutre,Oui,1-3 ans,Difficile,36
>100k,Investisseur,1-3 ans,Régional,Forte,Aucun,Aucun,Aucun,Écologique,Non,>3 ans,Facile,83
50k-100k,Investisseur,>3 ans,National,Forte,>5,Innovation,Aucun,Neutre,Oui,<1 an,Facile,83
<50k,Prêt bancaire,<1 an,Régional,Forte,>5,Innovation,Autre,Polluant,Oui,1-3 ans,Facile,74
<50k,Prêt bancaire,>3 ans,International,Forte,>5,Prix,Autre,Écologique,Oui,<1 an,Facile,62
<50k,Fonds propres,<1 an,International,Faible,Aucun,Prix,Amélioration conditions de vie,Écologique,Oui,<1 an,Facile,75
50k-100k,Autre,>3 ans,National,Modérée,>5,Innovation,Amélioration conditions de vie,Polluant,Non,>3 ans,Difficile,40
50k-100k,Fonds propres,>3 ans,National,Modérée,>5,Qualité,Aucun,Polluant,Non,1-3 ans,Difficile,38
<50k,Fonds propres,1-3 ans,International,Modérée,<5,Innovation,Création emplois,Écologique,Non,<1 an,Difficile,33
<50k,Autre,1-3 ans,Régional,Modérée,<5,Aucun,Création emplois,Neutre,Oui,1-3 ans,Facile,70
<50k,Autre,<1 an,International,Modérée,<5,Innovation,Création emplois,Polluant,Non,>3 ans,Difficile,99
>100k,Fonds propres,>3 ans,International,Modérée,<5,Qualité,Autre,Écologique,Non,<1 an,Facile,48
<50k,Autre,1-3 ans,Local,Forte,<5,Qualité,Autre,Écologique,Non,>3 ans,Difficile,64
>100k,Prêt bancaire,1-3 ans,Local,Modérée,Aucun,Prix,Amélioration conditions de vie,Écologique,Oui,<1 an,Difficile,54
50k-100k,Prêt bancaire,<1 an,Local,Forte,<5,Prix,Amélioration conditions de vie,Polluant,Oui,>3 ans,Difficile,47
50k-100k,Investisseur,1-3 ans,Régional,Forte,>5,Innovation,Autre,Écologique,Non,1-3 ans,Difficile,72
50k-100k,Investisseur,>3 ans,International,Forte,Aucun,Prix,Aucun,Écologique,Non,1-3 ans,Difficile,56
<50k,Autre,>3 ans,International,Faible,>5,Innovation,Amélioration conditions de vie,Polluant,Non,<1 an,Facile,71
<50k,Prêt bancaire,<1 an,Local,Modérée,>5,Innovation,Création emplois,Neutre,Oui,>3 ans,Facile,94
50k-100k,Autre,>3 ans,Local,Modérée,<5,Innovation,Aucun,Neutre,Oui,>3 ans,Facile,92
50k-100k,Prêt bancaire,>3 ans,National,Faible,>5,Qualité,Aucun,Polluant,Oui,1-3 ans,Difficile,41
>100k,Autre,<1 an,Régional,Modérée,<5,Innovation,Autre,Polluant,Non,1-3 ans,Facile,39
50k-100k,Fonds propres,1-3 ans,National,Faible,Aucun,Innovation,Création emplois,Écologique,Oui,>3 ans,Facile,73
>100k,Fonds propres,>3 ans,National,Faible,Aucun,Aucun,Aucun,Polluant,Oui,<1 an,Difficile,76
>100k,Fonds propres,>3 ans,Régional,Modérée,<5,Qualité,Amélioration conditions de vie,Neutre,Non,>3 ans,Difficile,59
>100k,Autre,1-3 ans,Local,Faible,>5,Qualité,Amélioration conditions de vie,Polluant,Non,>3 ans,Difficile,70
50k-100k,Prêt bancaire,<1 an,International,Faible,>5,Qualité,Création emplois,Polluant,Oui,<1 an,Facile,42
>100k,Autre,1-3 ans,National,Faible,Aucun,Qualité,Autre,Neutre,Oui,<1 an,Difficile,32
>100k,Fonds propres,<1 an,Local,Modérée,>5,Innovation,Autre,Écologique,Non,1-3 ans,Facile,50
50k-100k,Autre,<1 an,National,Forte,>5,Innovation,Amélioration conditions de vie,Écologique,Non,>3 ans,Difficile,40
<50k,Prêt bancaire,1-3 ans,Local,Modérée,>5,Prix,Création emplois,Neutre,Oui,1-3 ans,Facile,84
50k-100k,Fonds propres,<1 an,Régional,Faible,<5,Prix,Amélioration conditions de vie,Écologique,Oui,>3 ans,Facile,43
>100k,Investisseur,<1 an,Régional,Faible,>5,Qualité,Aucun,Polluant,Non,>3 ans,Difficile,48
>100k,Fonds propres,1-3 ans,Local,Forte,<5,Qualité,Amélioration conditions de vie,Neutre,Oui,>3 ans,Facile,89
>100k,Prêt bancaire,1-3 ans,Local,Faible,<5,Aucun,Amélioration conditions de vie,Écologique,Non,>3 ans,Difficile,92
50k-100k,Prêt bancaire,<1 an,National,Forte,>5,Aucun,Aucun,Neutre,Non,<1 an,Difficile,30
50k-100k,Investisseur,<1 an,Régional,Faible,Aucun,Qualité,Autre,Écologique,Non,>3 ans,Difficile,99
50k-100k,Autre,>3 ans,International,Forte,Aucun,Prix,Aucun,Neutre,Non,>3 ans,Facile,53
50k-100k,Fonds propres,>3 ans,National,Faible,>5,Prix,Amélioration conditions de vie,Polluant,Oui,1-3 ans,Difficile,88
<50k,Autre,<1 an,Régional,Forte,Aucun,Qualité,Création emplois,Neutre,Oui,>3 ans,Facile,99
>100k,Fonds propres,1-3 ans,Local,Forte,Aucun,Innovation,Aucun,Polluant,Oui,1-3 ans,Facile,68
<50k,Investisseur,<1 an,International,Modérée,<5,Innovation,Aucun,Polluant,Oui,1-3 ans,Facile,70
<50k,Prêt bancaire,>3 ans,Régional,Modérée,>5,Aucun,Autre,Polluant,Oui,>3 ans,Facile,89
>100k,Autre,1-3 ans,National,Modérée,<5,Qualité,Aucun,Écologique,Non,<1 an,Facile,100
